"lang"
{ 
	"Language" "English" 
		"DOTA_Tooltip_ability_special_bonus_unique_lich_6"                                                  "+{s:bonus_radius}% Frost Blast Radius and Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_lich_7"                                                  "+{s:bonus_damage}% Chain Frost Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_lifestealer"												"+{s:bonus_duration}% Rage Duration"
		"DOTA_Tooltip_ability_special_bonus_unique_lifestealer_3"                                           "+{s:bonus_leech}% Feast Heal"
		"DOTA_Tooltip_ability_special_bonus_unique_lifestealer_feast_damage"                                "+{s:bonus_damage}% Feast Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_lifestealer_rage_armor"									"+{s:bonus_bonus_armor} Armor during Rage"
		"DOTA_Tooltip_ability_special_bonus_unique_lifestealer_rage_armor_facet_life_stealer_rage_dispell"	"+{s:bonus_bonus_armor} Armor during Unfettered"
		"DOTA_Tooltip_ability_special_bonus_unique_lifestealer_infest_damage"								"+{s:bonus_damage}% Infest Damage"

		"DOTA_Tooltip_ability_special_bonus_unique_lina_3"                                                  "+{s:bonus_light_strike_array_damage}% Light Strike Array Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_lina_6"                                                  "-{s:bonus_AbilityCooldown}% Laguna Blade Cooldown"
		"DOTA_Tooltip_ability_special_bonus_unique_lion_3"                                                  "+{s:bonus_damage}% Earth Spike Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_lone_druid_4"											"-{s:bonus_AbilityCooldown}% Savage Roar Cooldown"
		"DOTA_Tooltip_ability_special_bonus_unique_luna_1"                                                  "+{s:bonus_damage}% Lucent Beam Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_luna_3"                                                  "+{s:bonus_damage}% Lunar Blessing Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_magnus"                                                  "+{s:bonus_shock_damage}% Shockwave Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_marci_grapple_damage"                                    "+{s:bonus_impact_damage}% Dispose Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_marci_lunge_damage"                                      "+{s:bonus_impact_damage}% Rebound Damage"
    	"DOTA_Tooltip_ability_special_bonus_unique_marci_lunge_range"										"+{s:bonus_max_jump_distance}% Rebound Cast/Jump Range"
		"DOTA_Tooltip_ability_special_bonus_unique_marci_guardian_damage"									"+{s:bonus_bonus_damage}% Sidekick Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_mars_spear_bonus_damage"                                 "+{s:value}% Spear Of Mars Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_mars_rebuke_on_bulwark"                                  "+{s:bonus_rebuke_chance}% Active Bulwark Frontal God's Rebuke"
		"DOTA_Tooltip_ability_special_bonus_unique_mars_rebuke_on_bulwark_Description"                      "While Bulwark is active, there is a chance Mars instantly triggers God's Rebuke when a Hero attacks his front."
		"DOTA_Tooltip_ability_special_bonus_unique_mars_spear_on_attack"                                    "+{s:bonus_spear_chance}% Short Spear of Mars On Attack"
		"DOTA_Tooltip_ability_special_bonus_unique_mars_spear_on_attack_Description"                        "Every attack against a Hero has a chance to send out a Spear of Mars towards the attacked unit. Spear of Mars does not go further than the unit's position."
		"DOTA_Tooltip_ability_special_bonus_unique_medusa_snake_damage"										"+{s:bonus_snake_damage}% Mystic Snake Damage" 
		"DOTA_Tooltip_ability_special_bonus_unique_mirana_2"                                                "+{s:bonus_total_arrows} Multishot Sacred Arrows"
		"DOTA_Tooltip_ability_special_bonus_unique_mirana_3"												"-{s:bonus_AbilityCooldown}s Sacred Arrow cooldown"
		"DOTA_Tooltip_ability_special_bonus_unique_mirana_5"												"+{s:bonus_evasion}% Moonlight Shadow Magic Resistance/Evasion"
		"DOTA_Tooltip_ability_special_bonus_unique_mirana_5_facet_mirana_new_moon"							"+{s:bonus_evasion}% Moonlight Shadow Magic Resistance/Evasion"
		"DOTA_Tooltip_ability_special_bonus_unique_mirana_5_facet_mirana_full_moon"							"+{s:bonus_attack_speed_sec}% Moonlight Shadow Attack Speed/Damage Per Second"
		"DOTA_Tooltip_ability_special_bonus_unique_mirana_7"                                                "+{s:bonus_damage}% Starstorm Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_monkey_king_12"                                          "Jingu Mastery Works Against Creeps"
		"DOTA_Tooltip_ability_special_bonus_unique_monkey_king_2"                                           "+{s:value}% Jingu Mastery Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_monkey_king_3"											"+{s:bonus_impact_damage}% Primal Spring Max Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_morphling_4"												"Waveform Improvement"
		"DOTA_Tooltip_ability_special_bonus_unique_morphling_4_facet_morphling_agi"							"+{s:bonus_pct_damage}% Waveform Attack Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_morphling_4_facet_morphling_str"							"+{s:bonus_attack_slow} Waveform Attack Slow"
		"DOTA_Tooltip_ability_special_bonus_unique_morphling_4_facet_morphling_uni"							"+{s:bonus_damage}% Waveform Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_morphling_waveform_cooldown"								"-{s:bonus_AbilityCooldown}s Waveform Cooldown"
		"DOTA_Tooltip_ability_special_bonus_unique_morphling_waveform_attack_slow"							"+{s:bonus_attack_slow}% Waveform Attack Slow"
		"DOTA_Tooltip_ability_special_bonus_unique_morphling_waveform_damage"								"+{s:bonus_damage}% Waveform Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_morphling_8"                                             "+{s:bonus_bonus_agility}% Equalize Stats"
		"DOTA_Tooltip_ability_special_bonus_unique_muerta_dead_shot_damage"                                 "+{s:bonus_damage}% Dead Shot Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_naga_siren_2"                                            "+{s:bonus_damage}% Rip Tide Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_naga_siren_3"											"-{s:bonus_hits} Attack to Trigger Rip Tide"
		"DOTA_Tooltip_ability_special_bonus_unique_necrophos_2"                                             "+{s:bonus_aura_damage}%/{s:bonus_creep_damage}% Heartstopper Aura Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_necrophos_4"                                             "+{s:value}% Death Pulse Heal"
		"DOTA_Tooltip_ability_special_bonus_unique_night_stalker_3"                                         "+{s:bonus_bonus_damage}% Dark Ascension Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_night_stalker_4"                                         "+{s:bonus_damage}% Void Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_night_stalker_6"											"-{s:bonus_AbilityCooldown}s Crippling Fear Cooldown"
		"DOTA_Tooltip_ability_special_bonus_unique_night_stalker_crippling_fear_damage"						"+{s:bonus_dps}% Crippling Fear DPS"
		"DOTA_Tooltip_ability_special_bonus_unique_nyx"                                                     "{s:bonus_aoe} Mind Flare Radius"
		"DOTA_Tooltip_ability_special_bonus_unique_nyx_2"                                                   "+{s:bonus_impale_damage}% Impale Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_nyx_5"                                                   "+{s:bonus_float_multiplier}% Max Mana Burn Damage Multiplier"
		"DOTA_Tooltip_ability_special_bonus_unique_nyx_vendetta_damage"										"Minor Ultimate Improvement"
		"DOTA_Tooltip_ability_special_bonus_unique_nyx_vendetta_damage_Facet_nyx_assassin_myrmeleomorph"	"-{s:bonus_AbilityCastPoint}s Burrow Cast Point"
		"DOTA_Tooltip_ability_special_bonus_unique_nyx_vendetta_damage_Facet_nyx_assassin_libellumorph"		"+{s:bonus_bonus_damage}% Vendetta Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_nyx_vendetta_damage_Facet_nyx_assassin_aulacimorph"		"+{s:bonus_duration}s Parasitize Duration"
		"DOTA_Tooltip_ability_special_bonus_unique_nyx_jolt_cooldown"										"-{s:bonus_AbilityCooldown}s Mind Flare Cooldown"
		"DOTA_Tooltip_ability_special_bonus_unique_nyx_ultimate_boon"										"Greater Ultimate Improvement"
		"DOTA_Tooltip_ability_special_bonus_unique_nyx_ultimate_boon_Facet_nyx_assassin_myrmeleomorph"		"Burrow {s:bonus_invis_delay}s Invisibility Delay."
		"DOTA_Tooltip_ability_special_bonus_unique_nyx_ultimate_boon_Facet_nyx_assassin_libellumorph"		"+{s:bonus_break_duration}s Vendetta Break and Silence"
		"DOTA_Tooltip_ability_special_bonus_unique_nyx_ultimate_boon_Facet_nyx_assassin_aulacimorph"		"Parasitize Grants Control of Unit"
		"DOTA_Tooltip_ability_special_bonus_unique_ogre_magi"                                   	        "+{s:bonus_bonus_attack_speed}% Bloodlust Attack Speed"
		"DOTA_Tooltip_ability_special_bonus_unique_ogre_magi_2"                                             "+{s:bonus_fireblast_damage}% Fireblast Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_ogre_magi_4"												"+{s:bonus_burn_damage}% Ignite DPS"
		"DOTA_Tooltip_ability_special_bonus_unique_ogre_magi_dumb_luck_mana"								"+{s:bonus_mp_restore_per_str}% Dumb Luck Bonus Mana Restoration"
		"DOTA_Tooltip_ability_special_bonus_unique_omniknight_1"                                            "+{s:value}% Purification Damage/Heal"
		"DOTA_Tooltip_ability_special_bonus_unique_omniknight_2"                                            "+{s:bonus_strength_bonus} Repel Strength/HP Regen per Debuff"
		"DOTA_Tooltip_ability_special_bonus_unique_omniknight_6"											"-{s:bonus_AbilityCooldown}s Purification Cooldown"
		"DOTA_Tooltip_ability_special_bonus_unique_oracle_fortunes_end_damage"                              "+{s:bonus_damage}% Fortune's End Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_outworld_devourer_4"										"+{s:bonus_damage_multiplier} Sanity's Eclipse Mana Difference Multiplier"
		"DOTA_Tooltip_ability_special_bonus_unique_pangolier_3"                                             "+{s:bonus_damage}% Swashbuckle Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_pangolier_shield_crash_herostacks"						"+{s:bonus_hero_shield}% Shield Crash Barrier"
		"DOTA_Tooltip_ability_special_bonus_unique_phantom_assassin_2"										"+{s:bonus_base_crit_chance}% Coup de Grace chance"
		"DOTA_Tooltip_ability_special_bonus_unique_phantom_assassin_2_Facet_phantom_assassin_lanceuse"		"+{s:bonus_base_crit_chance}/{s:bonus_stifling_crit_chance}% Coup de Grace/Stifling Dagger chance"
		"DOTA_Tooltip_ability_special_bonus_unique_phantom_assassin_2_Facet_phantom_assassin_dame_noire"	"+{s:bonus_base_crit_chance}% Coup de Grace chance"
		"DOTA_Tooltip_ability_special_bonus_unique_phantom_assassin_2_Facet_phantom_assassin_femme_fatale"	"+{s:bonus_base_crit_chance}% Coup de Grace chance"
		"DOTA_Tooltip_ability_special_bonus_unique_phantom_assassin_4"                                      "+{s:bonus_duration} Phantom Strike Duration"
		"DOTA_Tooltip_ability_special_bonus_unique_phantom_lancer_lance_damage"                             "+{s:bonus_lance_damage}% Spirit Lance Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_phantom_lancer_phantom_rush_agility"						"+{s:bonus_bonus_agility}% Phantom Rush Agility"
		"DOTA_Tooltip_ability_special_bonus_unique_phoenix_3"                                               "+{s:bonus_damage_per_second}% Fire Spirits Damage Per Second"
		"DOTA_Tooltip_ability_special_bonus_unique_phoenix_dive_damage"										"+{s:bonus_damage_per_second}% Icarus Dive Damage Per Second"
		"DOTA_Tooltip_ability_special_bonus_unique_primal_beast_roar_dispells"                              "Uproar Debuff Immunity"
		"DOTA_Tooltip_ability_special_bonus_unique_primal_beast_roar_dispells_Description"                  "Spell Immunity duration is equal to Uproar stacks."
		"DOTA_Tooltip_Ability_special_bonus_unique_primal_beast_onslaught_damage"							"+{s:bonus_knockback_damage}% Onslaught Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_puck_6"                                                  "+{s:bonus_damage}% Waning Rift Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_puck_7"													"+{s:bonus_silence_duration}s Waning Rift Silence Duration"
		"DOTA_Tooltip_ability_special_bonus_unique_puck_coil_damage"                                        "+{s:bonus_coil_break_damage}% Initial/Break Dream Coil Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_puck_orb_damage"											"+{s:bonus_damage}% Illusory Orb Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_pudge_2"                                                 "+{s:value}% Rot Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_pudge_7"                                                 "+{s:bonus_damage}% Meat Hook Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_pugna_1"	"+{s:bonus_bonus_heal_pct}% Life Drain Heal"
		"DOTA_Tooltip_ability_special_bonus_unique_pugna_2"                                                 "Instant {s:bonus_blast_damage}% Improved Nether Blast"
		"DOTA_Tooltip_ability_special_bonus_unique_pugna_2_Description"                                     "Nether Blast damages instantly and has its damage and radius increased."
		"DOTA_Tooltip_ability_special_bonus_unique_pugna_3"                                                 "+{s:value}% Nether Ward Damage Per Intelligence"
		"DOTA_Tooltip_ability_special_bonus_unique_pugna_4"													"-{s:bonus_AbilityCooldown}s Nether Blast Cooldown"
		"DOTA_Tooltip_ability_special_bonus_unique_pugna_5"													"+{s:bonus_AbilityDuration}s Decrepify Duration"
		"DOTA_Tooltip_ability_special_bonus_unique_pugna_6"													"+{s:bonus_attacks_to_destroy} Nether Ward Health"
		"DOTA_Tooltip_ability_special_bonus_unique_pugna_aoe_decrepify"                                     "+{s:bonus_radius} AOE Decrepify"
		"DOTA_Tooltip_ability_special_bonus_unique_pugna_nether_ward_rate"                                  "-{s:bonus_attack_rate} Nether Ward Attack Rate"
		"DOTA_Tooltip_ability_special_bonus_unique_pugna_life_drain_duration"                               "+{s:bonus_duration} Life Drain Duration"
		
		"DOTA_Tooltip_ability_special_bonus_unique_queen_of_pain_2"                                         "+{s:bonus_damage}% Scream of Pain Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_queen_of_pain_7"                                         "+{s:bonus_damage}% Sonic Wave Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_queen_of_pain_strike_heal"								"+{s:bonus_duration_heal}% Shadow Strike Heal Per Tick"
		"DOTA_Tooltip_ability_special_bonus_unique_razor"                                                   "+{s:bonus_drain_rate}% Static Link Damage Steal"
		"DOTA_Tooltip_ability_special_bonus_unique_razor_4"                                                 "+{s:bonus_damage_min}% Plasma Field Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_sand_king_2"                                             "+{s:bonus_sand_storm_damage}% Sand Storm Damage Per Second"
		"DOTA_Tooltip_ability_special_bonus_unique_sand_king_scorpion_strike_damage"                        "+{s:bonus_attack_damage}% Stinger Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_sand_king"                                               "+{s:bonus_epicenter_pulses}% Epicenter Pulses/Duration"
		"DOTA_Tooltip_ability_special_bonus_unique_shadow_demon_1"                                          "+{s:value}% Demonic Purge/Cleanse Damage/Heal"
		"DOTA_Tooltip_ability_special_bonus_unique_shadow_shaman_1"											"+{s:bonus_hits_to_destroy_tooltip}% Serpent Wards Max HP/Lifetime"
		"DOTA_Tooltip_ability_special_bonus_unique_shadow_shaman_2"											"+{s:bonus_channel_time}s Shackles Duration"
		"DOTA_Tooltip_ability_special_bonus_unique_shadow_shaman_3"											"+{s:bonus_damage}% Ether Shock Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_shadow_shaman_4"											"+{s:bonus_bonus_attack_targets} Ward Attack Targets"
		"DOTA_Tooltip_ability_special_bonus_unique_shadow_shaman_5"											"-{s:value}s Hex Cooldown"
		"DOTA_Tooltip_ability_special_bonus_unique_shadow_shaman_6"											"+{s:bonus_total_damage}% Shackles Total Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_shadow_shaman_7"											"+{s:bonus_duration} Hex Duration"
		"DOTA_Tooltip_ability_special_bonus_unique_shadow_shaman_8"											"+{s:bonus_bonus_attack_range} Serpent Wards Attack Range"
		"DOTA_Tooltip_ability_special_bonus_unique_shadow_shaman_hex_damage_amp"							"+{s:bonus_damage_amp} Hex Damage Amplification"
		"DOTA_Tooltip_ability_special_bonus_unique_silencer"                                                "+{s:bonus_damage}% Arcane Curse Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_silencer_4"                                              "+{s:bonus_damage_per_silence}% Improved {s:bonus_radius} AoE Last Word"
		"DOTA_Tooltip_ability_special_bonus_unique_skywrath"												"-{s:bonus_AbilityCooldown}s Ancient Seal Cooldown"
		"DOTA_Tooltip_ability_special_bonus_unique_skywrath_5"                                              "+{s:bonus_damage}% Mystic Flare Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_slardar"                                                 "+{s:value}% Slithereen Crush Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_slardar_2"                                               "+{s:value}% Bash of the Deep Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_slark"                                                   "+{s:value}s Pounce Debuff Duration"
		"DOTA_Tooltip_ability_special_bonus_unique_slark_2"                                                 "+{s:bonus_total_damage}% Dark Pact Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_slark_4"                                                 "+{s:bonus_duration}s Essence Shift Duration"
		"DOTA_Tooltip_ability_special_bonus_unique_slark_5"                                                 "+{s:bonus_agi_gain} Base Stats gained per Essence Shift Stack"
		"DOTA_Tooltip_ability_special_bonus_unique_snapfire_5"                                              "+{s:bonus_target_heal}% Firesnap Cookie Heal"
		"DOTA_Tooltip_ability_special_bonus_unique_snapfire_7"                                              "+{s:bonus_damage}% Scatterblast Damage/Duration"
		"DOTA_Tooltip_ability_special_bonus_unique_snapfire_lil_shredder_damage"                            "+{s:bonus_damage}% Lil' Shredder Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_snapfire_mortimer_kisses_impact_damage"                  "+{s:bonus_damage_per_impact}% Mortimer Kisses Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_sniper_1"                                                "+{s:bonus_shrapnel_damage}% Shrapnel DPS"
		"DOTA_Tooltip_ability_special_bonus_unique_sniper_1_Facet_sniper_gunslinger"						"+{s:bonus_damage}% Concussive Grenade Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_sniper_2"												"-{s:bonus_AbilityChargeRestoreTime}s Shrapnel Charge Restore Time"
		"DOTA_Tooltip_ability_special_bonus_unique_sniper_2_Facet_sniper_gunslinger"						"-{s:bonus_AbilityChargeRestoreTime}s Concussive Grenade Charge Restore Time"
		"DOTA_Tooltip_ability_special_bonus_unique_sniper_3"												"+{s:bonus_slow_duration} Headshot Root Duration"
		"DOTA_Tooltip_ability_special_bonus_unique_sniper_headshot_damage"                                  "+{s:bonus_damage}% Headshot Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_sniper_5_Facet_sniper_gunslinger"						"+{s:bonus_debuff_duration}s Concussive Grenade Duration"
		"DOTA_Tooltip_ability_special_bonus_unique_sniper_6"												"+{s:bonus_bonus_attack_range}% Take Aim Range"
		"DOTA_Tooltip_ability_special_bonus_unique_sniper_take_aim_armor"									"+{s:bonus_headshot_chance}% Take Aim Headshot Chance"
		"DOTA_Tooltip_ability_special_bonus_unique_spectre_2"                                               "+{s:bonus_bonus_damage}% Desolate Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_spectre_4"                                               "+{s:bonus_armor_reduction} Haunt Armor Reduction"
		"DOTA_Tooltip_ability_special_bonus_unique_spectre_6"                                               "+{s:bonus_damage}% Spectral Dagger Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_spirit_breaker_nether_strike_cd"                         "-{s:value}% Nether Strike CD"
		"DOTA_Tooltip_ability_special_bonus_unique_spirit_breaker_shield" 									"+{s:bonus_damage_barrier}% All Damage Barrier"
		"DOTA_Tooltip_ability_special_bonus_unique_storm_spirit_5"                                          "+{s:value}% Static Remnant Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_techies"													"+{s:bonus_damage}% Blast Off! Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_templar_assassin_refraction_damage"                      "+{s:bonus_bonus_damage}% Refraction Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_templar_assassin_2"										"{s:bonus_bonus_armor} Meld Armor Reduction"
		"DOTA_Tooltip_ability_special_bonus_unique_templar_assassin_3"										"+{s:bonus_trap_bonus_damage}% Psionic Trap Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_terrorblade_2"                                           "+16 Demon Frenzy Attack Speed"
		"DOTA_Tooltip_ability_special_bonus_unique_terrorblade_6"                                           "+5% Demon Frenzy Evasion"
		"DOTA_Tooltip_ability_special_bonus_unique_tidehunter_2"											"+{s:bonus_gush_damage}% Gush Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_tidehunter_4"                                            "Kraken Shell Ravages Attackers"
		"DOTA_Tooltip_ability_special_bonus_unique_tidehunter_9"                                            "+{s:bonus_attack_damage}% Anchor Smash Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_tidehunter_anchor_smash_radius"                          "+{s:bonus_radius}% Anchor Smash Radius/Duration"
		"DOTA_Tooltip_ability_special_bonus_unique_tinker"                                                  "+{s:bonus_laser_damage}% Laser Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_tinker_5"                                                "-{s:bonus_channel_tooltip}s Rearm Channel Time"
		"DOTA_Tooltip_ability_special_bonus_unique_tinker_7"                                                "+{s:bonus_damage_absorb}% Defense Matrix Damage Absorbed"
		"DOTA_Tooltip_ability_special_bonus_unique_tinker_rearm_magic_resistance"							"Rearm {s:bonus_armor_duration}s Debuff Immunity "
		"DOTA_Tooltip_ability_special_bonus_unique_tinker_rearm_magic_resistance_Description"				"Grants {s:bonus_magic_resistance}% Bonus Magic Resistance."
		"DOTA_Tooltip_ability_special_bonus_unique_tiny"                                                    "+{s:bonus_avalanche_damage}% Avalanche Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_tiny_2"													"+{s:bonus_AbilityCharges} Toss Charges"
		"DOTA_Tooltip_ability_special_bonus_unique_tiny_5"													"Toss Can Toss Tiny"
		"DOTA_Tooltip_ability_special_bonus_unique_tiny_5_Description"										"If Auto-Cast is on, Tiny throws himself, ignoring enemies."
		"DOTA_Tooltip_ability_special_bonus_unique_timbersaw_reactive_armor_regen_per_stack"				"+{s:bonus_bonus_hp_regen}% Reactive Armor Regeneration Per Stack"
		"DOTA_Tooltip_ability_special_bonus_unique_treant_2"                                                "+{s:bonus_leech_damage}% Leech Seed Damage/Heal"
		"DOTA_Tooltip_ability_special_bonus_unique_treant_8" 												"+{s:bonus_heal_per_second}% Living Armor Heal Per Second"
		"DOTA_Tooltip_ability_special_bonus_unique_treant_9"												"+{s:bonus_damage_per_second}% Nature's Grasp Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_troll_warlord_3"                                         "+{s:bonus_axe_damage}% Whirling Axes Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_tusk_2"                                                  "+{s:value}% Snowball Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_tusk_3"                                                  "+{s:bonus_bonus_damage}% Tag Team Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_undying"                           	                    "+{s:bonus_zombie_damage_tooltip}% Tombstone Zombie Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_undying_2"                                               "-{s:bonus_AbilityCooldown}% Decay Cooldown"
		"DOTA_Tooltip_ability_special_bonus_unique_undying_6"                                               "+{s:value}% Soul Rip Damage/Heal"
		"DOTA_Tooltip_ability_special_bonus_unique_undying_8"                                               "+{s:bonus_decay_damage}% Decay Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_ursa"													"+{s:bonus_damage_per_stack}% Fury Swipes Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_ursa_2"													"+{s:bonus_shock_radius}% Earthshock Radius/Leap Distance"
		"DOTA_Tooltip_ability_special_bonus_unique_vengeful_spirit_swap_damage"                             "+{s:bonus_damage}% Nether Swap Enemy Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_vengeful_spirit_5"										"-{s:bonus_AbilityCooldown}s Magic Missile Cooldown"
		"DOTA_Tooltip_ability_special_bonus_unique_viper_1"                                                 "+{s:bonus_damage}% Corrosive Skin Damage Per Second"
		"DOTA_Tooltip_ability_special_bonus_unique_viper_2"                                                 "+{s:bonus_damage}% Viper Strike DPS"
		"DOTA_Tooltip_ability_special_bonus_unique_viper_3"													"+{s:bonus_min_damage} Nethertoxin Min/Max Base Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_viper_4"													"+{s:bonus_magic_resistance}% Poison Attack Magic Resistance Reduction"
		"DOTA_Tooltip_ability_special_bonus_unique_visage_3"                                                "Soul Assumption Hits +{s:bonus_targets} Targets"
		"DOTA_Tooltip_ability_special_bonus_unique_visage_4"                                                "+{s:value}% Soul Assumption Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_visage_7"												"+{s:value} Visage and Familiars Attack Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_void_spirit_3"                                           "Resonant Pulse Attacks Enemies"
		"DOTA_Tooltip_ability_special_bonus_unique_void_spirit_4"											"+{s:bonus_damage}% Resonant Pulse Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_void_spirit_7"                                           "+{s:bonus_AbilityCharges} Astral Step Charges"
		"DOTA_Tooltip_ability_special_bonus_unique_void_spirit_aether_remnant_damage"                       "+{s:bonus_impact_damage}% Aether Remnant Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_warlock_4"												"Summons a Golem on death"
		"DOTA_Tooltip_ability_special_bonus_unique_warlock_4_facet_wand_pact"								"Become a Golem on Respawn"
		"DOTA_Tooltip_ability_special_bonus_unique_warlock_7"												"+{s:bonus_spell_aoe} Shadow Word AoE"
		"DOTA_Tooltip_ability_special_bonus_unique_warlock_10"												"+{s:bonus_aspd_per_second} Upheaval Allied Attack Speed/Second"
		"DOTA_Tooltip_ability_special_bonus_unique_warlock_10_Description" 									"Maximum of +70 Attack Speed"
		"DOTA_Tooltip_ability_special_bonus_unique_weaver_1"                                                "+{s:bonus_damage}% Shukuchi Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_weaver_2"                                                "+{s:bonus_bonus_damage}% Geminate Attack Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_weaver_3"												"+{s:bonus_armor_reduction} Swarm Armor Reduction"
		"DOTA_Tooltip_ability_special_bonus_unique_weaver_6"                                                "-{s:bonus_AbilityCooldown}% Shukuchi Cooldown"
		"DOTA_Tooltip_ability_special_bonus_unique_windranger_6"											"+{s:bonus_stun_duration}s Shackleshot Duration"
		"DOTA_Tooltip_ability_special_bonus_unique_windranger_windrun_undispellable"                        "+{s:bonus_powershot_damage}% Powershot Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_windranger_faster_powershot"								"+{s:bonus_arrow_speed}% Faster Power Shot"
		"DOTA_Tooltip_ability_special_bonus_unique_windranger_faster_powershot_Description"					"Power Shot's arrow speed is increased, channel time decreased."
		"DOTA_Tooltip_ability_special_bonus_unique_windranger_2"											"0 Focus Fire CD"
		"DOTA_Tooltip_ability_special_bonus_unique_windranger_4"											"-{s:bonus_AbilityCooldown}s Windrun Cooldown"
		"DOTA_Tooltip_ability_special_bonus_unique_windranger_9"											"-{s:bonus_AbilityCooldown}% Shackleshot Cooldown"
		"DOTA_Tooltip_ability_special_bonus_unique_winter_wyvern_5"                                         "+{s:bonus_heal_additive}% Cold Embrace Base Heal"
		"DOTA_Tooltip_ability_special_bonus_unique_winter_wyvern_7"											"+{s:bonus_damage}% Splinter Blast Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_wisp"                                                    "+{s:bonus_hero_damage}% Spirits Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_wisp_6"                                                  "-{s:bonus_AbilityCooldown}s Sacrifice Cooldown"
		"DOTA_Tooltip_ability_special_bonus_unique_wisp_2"													"+{s:bonus_tether_heal_amp}% HP/Mana Transfer"
		"DOTA_Tooltip_ability_special_bonus_unique_witch_doctor_2"                                          "+{s:bonus_heal_pct}% Max Health Voodoo Heal"
